"","flight.date","flight.num","flight.origin","flight.dest","flight.deptime","flight.arrtime","flight.eq"
"244","2016-01-29","W61018","GLA","KTW","2016-01-29T08:30:00.000","2016-01-29T12:05:00.000","32S"
"245","2016-01-29","W61020","BRS","KTW","2016-01-29T21:35:00.000","2016-01-30T00:55:00.000","32S"
"246","2016-01-29","W61076","MST","KTW","2016-01-29T12:45:00.000","2016-01-29T14:25:00.000","32S"
"247","2016-01-29","W61092","DTM","KTW","2016-01-29T08:15:00.000","2016-01-29T09:50:00.000","32S"
"248","2016-01-29","W61098","DTM","KTW","2016-01-29T17:15:00.000","2016-01-29T18:50:00.000","32S"
"249","2016-01-29","W61104","HHN","KTW","2016-01-29T17:20:00.000","2016-01-29T19:00:00.000","32S"
"250","2016-01-29","W61142","FCO","KTW","2016-01-29T13:55:00.000","2016-01-29T16:10:00.000","32S"
"251","2016-01-29","W61160","BLQ","KTW","2016-01-29T19:10:00.000","2016-01-29T20:45:00.000","32S"
"252","2016-01-29","W61202","NYO","KTW","2016-01-29T08:50:00.000","2016-01-29T10:35:00.000","32S"
"253","2016-01-29","W61210","MMX","KTW","2016-01-29T13:00:00.000","2016-01-29T14:20:00.000","32S"
"254","2016-01-29","W61216","TRF","KTW","2016-01-29T08:55:00.000","2016-01-29T10:50:00.000","32S"
"255","2016-01-29","W61302","LTN","WAW","2016-01-29T08:20:00.000","2016-01-29T11:45:00.000","32S"
"256","2016-01-29","W61306","LTN","WAW","2016-01-29T14:25:00.000","2016-01-29T17:50:00.000","32S"
"257","2016-01-29","W61308","LTN","WAW","2016-01-29T17:30:00.000","2016-01-29T20:55:00.000","32S"
"258","2016-01-29","W61310","LTN","WAW","2016-01-29T20:35:00.000","2016-01-29T23:55:00.000","32S"
"259","2016-01-29","W61322","BHX","WAW","2016-01-29T10:00:00.000","2016-01-29T13:35:00.000","32S"
"260","2016-01-29","W61362","GVA","WAW","2016-01-29T08:55:00.000","2016-01-29T11:00:00.000","32S"
"261","2016-01-29","W61364","BSL","WAW","2016-01-29T08:50:00.000","2016-01-29T10:50:00.000","32S"
"262","2016-01-29","W61372","EIN","WAW","2016-01-29T16:45:00.000","2016-01-29T18:35:00.000","32S"
"263","2016-01-29","W61382","CRL","WAW","2016-01-29T21:00:00.000","2016-01-29T22:50:00.000","32S"
"264","2016-01-29","W61442","FCO","WAW","2016-01-29T15:15:00.000","2016-01-29T17:45:00.000","32S"
"265","2016-01-29","W61502","NYO","WAW","2016-01-29T13:30:00.000","2016-01-29T15:00:00.000","32S"
"266","2016-01-29","W61510","MMX","WAW","2016-01-29T13:25:00.000","2016-01-29T14:40:00.000","32S"
"267","2016-01-29","W61516","TRF","WAW","2016-01-29T21:40:00.000","2016-01-29T23:30:00.000","32S"
"268","2016-01-29","W61602","LTN","GDN","2016-01-29T08:15:00.000","2016-01-29T11:30:00.000","32S"
"269","2016-01-29","W61608","LTN","GDN","2016-01-29T19:35:00.000","2016-01-29T22:45:00.000","32S"
"270","2016-01-29","W61616","DSA","GDN","2016-01-29T20:55:00.000","2016-01-29T23:55:00.000","32S"
"271","2016-01-29","W61642","EIN","GDN","2016-01-29T11:35:00.000","2016-01-29T13:15:00.000","32S"
"272","2016-01-29","W61652","CRL","GDN","2016-01-29T15:25:00.000","2016-01-29T17:15:00.000","32S"
"273","2016-01-29","W61662","DTM","GDN","2016-01-29T13:55:00.000","2016-01-29T15:25:00.000","32S"
"274","2016-01-29","W61676","LBC","GDN","2016-01-29T15:35:00.000","2016-01-29T16:40:00.000","32S"
"275","2016-01-29","W61682","BGY","GDN","2016-01-29T12:55:00.000","2016-01-29T14:55:00.000","32S"
"276","2016-01-29","W61732","NYO","GDN","2016-01-29T07:40:00.000","2016-01-29T08:45:00.000","32S"
"277","2016-01-29","W61740","MMX","GDN","2016-01-29T07:50:00.000","2016-01-29T08:45:00.000","32S"
"278","2016-01-29","W61744","TRF","GDN","2016-01-29T08:20:00.000","2016-01-29T09:45:00.000","32S"
"279","2016-01-29","W61746","BGO","GDN","2016-01-29T11:40:00.000","2016-01-29T13:25:00.000","32S"
"280","2016-01-29","W61748","SVG","GDN","2016-01-29T18:00:00.000","2016-01-29T19:35:00.000","32S"
"281","2016-01-29","W61766","AES","GDN","2016-01-29T16:40:00.000","2016-01-29T18:35:00.000","32S"
"282","2016-01-29","W61770","KRS","GDN","2016-01-29T19:15:00.000","2016-01-29T20:40:00.000","32S"
"283","2016-01-29","W61774","KEF","GDN","2016-01-29T19:45:00.000","2016-01-30T00:25:00.000","32S"
"284","2016-01-29","W61778","BLL","GDN","2016-01-29T21:55:00.000","2016-01-29T23:10:00.000","32S"
"285","2016-01-29","W61802","LTN","WRO","2016-01-29T07:55:00.000","2016-01-29T11:00:00.000","32S"
"286","2016-01-29","W61826","EIN","WRO","2016-01-29T13:40:00.000","2016-01-29T15:10:00.000","32S"
"287","2016-01-29","W61832","DTM","WRO","2016-01-29T17:40:00.000","2016-01-29T19:00:00.000","32S"
"288","2016-01-29","W61902","LTN","POZ","2016-01-29T16:20:00.000","2016-01-29T19:25:00.000","32S"
"289","2016-01-29","W61904","LTN","POZ","2016-01-29T21:35:00.000","2016-01-30T00:40:00.000","32S"
"290","2016-01-29","W61908","BHX","POZ","2016-01-29T08:00:00.000","2016-01-29T11:10:00.000","32S"
"291","2016-01-29","W61916","DSA","POZ","2016-01-29T20:35:00.000","2016-01-29T23:35:00.000","32S"
"292","2016-01-29","W61926","EIN","POZ","2016-01-29T13:45:00.000","2016-01-29T15:15:00.000","32S"
"293","2016-01-29","W61976","MMX","POZ","2016-01-29T17:20:00.000","2016-01-29T18:25:00.000","32S"
"294","2016-01-29","W62066","LTN","LUZ","2016-01-29T20:15:00.000","2016-01-29T23:50:00.000","32S"
"295","2016-01-29","W62202","LTN","BUD","2016-01-29T08:10:00.000","2016-01-29T11:35:00.000","32S"
"296","2016-01-29","W62206","LTN","BUD","2016-01-29T14:25:00.000","2016-01-29T17:50:00.000","32S"
"297","2016-01-29","W62208","LTN","BUD","2016-01-29T17:35:00.000","2016-01-29T21:00:00.000","32S"
"298","2016-01-29","W62210","LTN","BUD","2016-01-29T20:40:00.000","2016-01-29T23:55:00.000","32S"
"299","2016-01-29","W62224","GLA","BUD","2016-01-29T19:25:00.000","2016-01-29T23:20:00.000","32S"
"300","2016-01-29","W62272","EIN","BUD","2016-01-29T08:50:00.000","2016-01-29T10:45:00.000","32S"
"301","2016-01-29","W62274","EIN","BUD","2016-01-29T17:40:00.000","2016-01-29T19:35:00.000","32S"
"302","2016-01-29","W62282","CRL","BUD","2016-01-29T08:50:00.000","2016-01-29T10:45:00.000","32S"
"303","2016-01-29","W62284","CRL","BUD","2016-01-29T19:30:00.000","2016-01-29T21:25:00.000","32S"
"304","2016-01-29","W62292","DTM","BUD","2016-01-29T08:30:00.000","2016-01-29T10:15:00.000","32S"
"305","2016-01-29","W62334","MXP","BUD","2016-01-29T08:10:00.000","2016-01-29T09:45:00.000","32S"
"306","2016-01-29","W62336","MXP","BUD","2016-01-29T22:15:00.000","2016-01-29T23:50:00.000","32S"
"307","2016-01-29","W62340","FCO","BUD","2016-01-29T12:40:00.000","2016-01-29T14:20:00.000","32S"
"308","2016-01-29","W62354","CTA","BUD","2016-01-29T14:15:00.000","2016-01-29T16:15:00.000","32S"
"309","2016-01-29","W62362","BRI","BUD","2016-01-29T14:40:00.000","2016-01-29T16:10:00.000","32S"
"310","2016-01-29","W62372","MAD","BUD","2016-01-29T20:50:00.000","2016-01-29T23:55:00.000","32S"
"311","2016-01-29","W62376","BCN","BUD","2016-01-29T09:15:00.000","2016-01-29T11:50:00.000","32S"
"312","2016-01-29","W62398","SAW","BUD","2016-01-29T15:05:00.000","2016-01-29T16:05:00.000","32S"
"313","2016-01-29","W62404","NYO","BUD","2016-01-29T21:55:00.000","2016-01-29T23:55:00.000","32S"
"314","2016-01-29","W62410","MMX","BUD","2016-01-29T13:05:00.000","2016-01-29T14:50:00.000","32S"
"315","2016-01-29","W62458","TLV","BUD","2016-01-29T11:15:00.000","2016-01-29T13:45:00.000","32S"
"316","2016-01-29","W62468","WAW","BUD","2016-01-29T15:45:00.000","2016-01-29T17:00:00.000","32S"
"317","2016-01-29","W62474","IEV","BUD","2016-01-29T06:15:00.000","2016-01-29T07:00:00.000","32S"
"318","2016-01-29","W62490","VKO","BUD","2016-01-29T11:25:00.000","2016-01-29T12:05:00.000","32S"
"319","2016-01-29","W62494","TFS","BUD","2016-01-29T17:45:00.000","2016-01-29T23:55:00.000","32S"
"320","2016-01-29","W62502","LTN","RIX","2016-01-29T14:15:00.000","2016-01-29T18:55:00.000","32S"
"321","2016-01-29","W62504","LTN","RIX","2016-01-29T20:50:00.000","2016-01-30T01:30:00.000","32S"
"322","2016-01-29","W62512","LPL","RIX","2016-01-29T18:45:00.000","2016-01-29T23:35:00.000","32S"
"323","2016-01-29","W62534","LBC","RIX","2016-01-29T14:10:00.000","2016-01-29T16:50:00.000","32S"
"324","2016-01-29","W62602","LTN","PRG","2016-01-29T21:05:00.000","2016-01-29T23:55:00.000","32S"
"325","2016-01-29","W62682","BGY","PRG","2016-01-29T17:45:00.000","2016-01-29T19:05:00.000","32S"
"326","2016-01-29","W62792","TLV","PRG","2016-01-29T11:45:00.000","2016-01-29T15:00:00.000","32S"
"327","2016-01-29","W62802","LTN","BRQ","2016-01-29T07:30:00.000","2016-01-29T10:30:00.000","32S"
"328","2016-01-29","W62928","CRL","LJU","2016-01-29T16:40:00.000","2016-01-29T18:20:00.000","32S"
"329","2016-01-29","W63002","LTN","OTP","2016-01-29T08:40:00.000","2016-01-29T13:55:00.000","32S"
"330","2016-01-29","W63004","LTN","OTP","2016-01-29T14:50:00.000","2016-01-29T20:00:00.000","32S"
"331","2016-01-29","W63010","LTN","OTP","2016-01-29T21:40:00.000","2016-01-30T02:55:00.000","32S"
"332","2016-01-29","W63016","DSA","OTP","2016-01-29T19:50:00.000","2016-01-30T00:55:00.000","32S"
"333","2016-01-29","W63018","GLA","OTP","2016-01-29T21:25:00.000","2016-01-30T02:55:00.000","32S"
"334","2016-01-29","W63052","BVA","OTP","2016-01-29T08:40:00.000","2016-01-29T12:35:00.000","32S"
"335","2016-01-29","W63082","CRL","OTP","2016-01-29T15:10:00.000","2016-01-29T18:55:00.000","32S"
"336","2016-01-29","W63090","BSL","OTP","2016-01-29T15:15:00.000","2016-01-29T18:40:00.000","32S"
"337","2016-01-29","W63092","DTM","OTP","2016-01-29T08:25:00.000","2016-01-29T12:00:00.000","32S"
"338","2016-01-29","W63132","BGY","OTP","2016-01-29T08:30:00.000","2016-01-29T11:45:00.000","32S"
"339","2016-01-29","W63138","MXP","OTP","2016-01-29T13:50:00.000","2016-01-29T17:10:00.000","32S"
"340","2016-01-29","W63142","CIA","OTP","2016-01-29T08:10:00.000","2016-01-29T11:15:00.000","32S"
"341","2016-01-29","W63146","CIA","OTP","2016-01-29T20:50:00.000","2016-01-29T23:55:00.000","32S"
"342","2016-01-29","W63152","CTA","OTP","2016-01-29T13:40:00.000","2016-01-29T16:50:00.000","32S"
"343","2016-01-29","W63160","TSF","OTP","2016-01-29T08:20:00.000","2016-01-29T11:20:00.000","32S"
"344","2016-01-29","W63164","BLQ","OTP","2016-01-29T14:00:00.000","2016-01-29T17:00:00.000","32S"
"345","2016-01-29","W63166","BRI","OTP","2016-01-29T15:55:00.000","2016-01-29T18:35:00.000","32S"
"346","2016-01-29","W63172","MAD","OTP","2016-01-29T21:20:00.000","2016-01-30T01:55:00.000","32S"
"347","2016-01-29","W63176","BCN","OTP","2016-01-29T20:40:00.000","2016-01-30T00:55:00.000","32S"
"348","2016-01-29","W63202","NYO","OTP","2016-01-29T08:30:00.000","2016-01-29T12:10:00.000","32S"
"349","2016-01-29","W63302","LTN","CLJ","2016-01-29T08:35:00.000","2016-01-29T13:30:00.000","32S"
"350","2016-01-29","W63304","LTN","CLJ","2016-01-29T18:20:00.000","2016-01-29T23:15:00.000","32S"
"351","2016-01-29","W63332","BVA","CLJ","2016-01-29T08:50:00.000","2016-01-29T12:25:00.000","32S"
"352","2016-01-29","W63342","EIN","CLJ","2016-01-29T13:15:00.000","2016-01-29T16:35:00.000","32S"
"353","2016-01-29","W63370","NUE","CLJ","2016-01-29T14:20:00.000","2016-01-29T17:05:00.000","32S"
"354","2016-01-29","W63372","BSL","CLJ","2016-01-29T20:55:00.000","2016-01-29T23:55:00.000","32S"
"355","2016-01-29","W63382","BGY","CLJ","2016-01-29T15:45:00.000","2016-01-29T18:45:00.000","32S"
"356","2016-01-29","W63386","CIA","CLJ","2016-01-29T07:50:00.000","2016-01-29T10:45:00.000","32S"
"357","2016-01-29","W63392","TSF","CLJ","2016-01-29T13:25:00.000","2016-01-29T16:05:00.000","32S"
"358","2016-01-29","W63406","BCN","CLJ","2016-01-29T19:55:00.000","2016-01-29T23:55:00.000","32S"
"359","2016-01-29","W63440","MMX","CLJ","2016-01-29T19:35:00.000","2016-01-29T22:40:00.000","32S"
"360","2016-01-29","W63502","LTN","TSR","2016-01-29T07:25:00.000","2016-01-29T12:15:00.000","32S"
"361","2016-01-29","W63524","CRL","TSR","2016-01-29T07:55:00.000","2016-01-29T11:10:00.000","32S"
"362","2016-01-29","W63540","FMM","TSR","2016-01-29T16:50:00.000","2016-01-29T19:30:00.000","32S"
"363","2016-01-29","W63544","HHN","TSR","2016-01-29T21:35:00.000","2016-01-30T00:35:00.000","32S"
"364","2016-01-29","W63550","BRI","TSR","2016-01-29T12:30:00.000","2016-01-29T14:50:00.000","32S"
"365","2016-01-29","W63552","BGY","TSR","2016-01-29T08:25:00.000","2016-01-29T11:05:00.000","32S"
"366","2016-01-29","W63564","BCN","TSR","2016-01-29T13:55:00.000","2016-01-29T17:40:00.000","32S"
"367","2016-01-29","W63568","VLC","TSR","2016-01-29T21:00:00.000","2016-01-30T00:55:00.000","32S"
"368","2016-01-29","W63670","TSF","IAS","2016-01-29T08:10:00.000","2016-01-29T11:15:00.000","32S"
"369","2016-01-29","W63718","HHN","TGM","2016-01-29T07:45:00.000","2016-01-29T10:55:00.000","32S"
"370","2016-01-29","W63730","BVA","TGM","2016-01-29T14:00:00.000","2016-01-29T17:35:00.000","32S"
"371","2016-01-29","W63740","MAD","TGM","2016-01-29T21:50:00.000","2016-01-30T02:25:00.000","32S"
"372","2016-01-29","W63752","BGY","CRA","2016-01-29T08:25:00.000","2016-01-29T11:25:00.000","32S"
"373","2016-01-29","W63754","LTN","CRA","2016-01-29T18:45:00.000","2016-01-29T23:55:00.000","32S"
"374","2016-01-29","W63774","DTM","SBZ","2016-01-29T08:15:00.000","2016-01-29T11:35:00.000","32S"
"375","2016-01-29","W63776","LTN","CND","2016-01-29T13:05:00.000","2016-01-29T18:35:00.000","32S"
"376","2016-01-29","W64052","MLH","BEG","2016-01-29T15:30:00.000","2016-01-29T17:20:00.000","32S"
"377","2016-01-29","W64202","NYO","BEG","2016-01-29T09:45:00.000","2016-01-29T12:15:00.000","32S"
"378","2016-01-29","W64264","MLH","INI","2016-01-29T16:30:00.000","2016-01-29T18:35:00.000","32S"
"379","2016-01-29","W64292","MMX","TZL","2016-01-29T14:10:00.000","2016-01-29T16:25:00.000","32S"
"380","2016-01-29","W64296","GOT","TZL","2016-01-29T20:10:00.000","2016-01-29T22:55:00.000","32S"
"381","2016-01-29","W64298","DTM","TZL","2016-01-29T08:35:00.000","2016-01-29T10:40:00.000","32S"
"382","2016-01-29","W64302","LTN","SOF","2016-01-29T21:05:00.000","2016-01-30T02:15:00.000","32S"
"383","2016-01-29","W64304","LTN","SOF","2016-01-29T14:40:00.000","2016-01-29T19:50:00.000","32S"
"384","2016-01-29","W64320","GVA","SOF","2016-01-29T13:50:00.000","2016-01-29T17:15:00.000","32S"
"385","2016-01-29","W64326","EIN","SOF","2016-01-29T15:15:00.000","2016-01-29T18:55:00.000","32S"
"386","2016-01-29","W64332","DTM","SOF","2016-01-29T08:30:00.000","2016-01-29T12:00:00.000","32S"
"387","2016-01-29","W64352","BGY","SOF","2016-01-29T08:15:00.000","2016-01-29T11:15:00.000","32S"
"388","2016-01-29","W64362","BRI","SOF","2016-01-29T21:10:00.000","2016-01-29T23:25:00.000","32S"
"389","2016-01-29","W64406","BCN","SOF","2016-01-29T21:15:00.000","2016-01-30T00:55:00.000","32S"
"390","2016-01-29","W64424","MMX","SOF","2016-01-29T20:10:00.000","2016-01-29T23:50:00.000","32S"
"391","2016-01-29","W64428","TLV","SOF","2016-01-29T09:25:00.000","2016-01-29T12:10:00.000","32S"
"392","2016-01-29","W64502","LTN","VAR","2016-01-29T08:10:00.000","2016-01-29T13:35:00.000","32S"
"393","2016-01-29","W66002","IEV","LTN","2016-01-29T16:30:00.000","2016-01-29T18:00:00.000","32S"
"394","2016-01-29","W67304","LBC","IEV","2016-01-29T12:30:00.000","2016-01-29T15:45:00.000","32S"
"395","2016-01-29","W67674","LTN","KSC","2016-01-29T15:00:00.000","2016-01-29T18:35:00.000","32S"
"396","2016-01-29","W67692","LTN","TAT","2016-01-29T08:45:00.000","2016-01-29T12:10:00.000","32S"
"397","2016-01-29","W67706","TRF","SKP","2016-01-29T09:50:00.000","2016-01-29T13:00:00.000","32S"
"398","2016-01-29","W67708","NYO","SKP","2016-01-29T09:40:00.000","2016-01-29T12:40:00.000","32S"
"399","2016-01-29","W67712","MMX","SKP","2016-01-29T21:55:00.000","2016-01-30T00:30:00.000","32S"
"400","2016-01-29","W67718","CRL","SKP","2016-01-29T21:05:00.000","2016-01-29T23:45:00.000","32S"
"401","2016-01-29","W67726","FDH","SKP","2016-01-29T16:15:00.000","2016-01-29T18:10:00.000","32S"
"402","2016-01-29","W67732","MLH","SKP","2016-01-29T21:55:00.000","2016-01-30T00:10:00.000","32S"
"403","2016-01-29","W67854","LTN","DEB","2016-01-29T19:45:00.000","2016-01-29T23:30:00.000","32S"
"404","2016-01-29","W67864","MMX","DEB","2016-01-29T14:45:00.000","2016-01-29T16:40:00.000","32S"
"405","2016-01-29","W67866","CRL","DEB","2016-01-29T09:30:00.000","2016-01-29T11:45:00.000","32S"
"406","2016-01-29","W68002","LTN","VNO","2016-01-29T07:25:00.000","2016-01-29T12:05:00.000","32S"
"407","2016-01-29","W68006","LTN","VNO","2016-01-29T19:55:00.000","2016-01-30T00:35:00.000","32S"
"408","2016-01-29","W68014","BFS","VNO","2016-01-29T16:20:00.000","2016-01-29T21:30:00.000","32S"
"409","2016-01-29","W68022","BVA","VNO","2016-01-29T13:55:00.000","2016-01-29T17:30:00.000","32S"
"410","2016-01-29","W68026","EIN","VNO","2016-01-29T14:35:00.000","2016-01-29T17:45:00.000","32S"
"411","2016-01-29","W68036","FMM","VNO","2016-01-29T08:15:00.000","2016-01-29T11:25:00.000","32S"
"412","2016-01-29","W68056","FCO","VNO","2016-01-29T20:40:00.000","2016-01-30T00:30:00.000","32S"
"413","2016-01-29","W68070","BLL","VNO","2016-01-29T20:10:00.000","2016-01-29T22:55:00.000","32S"
