"","flight.nums.i.","flight.origin","flight.dest","airline"
"5264","U26424","TFS","NCL","U2"
"5265","U26445","NCL","FAO","U2"
"5266","U26446","FAO","NCL","U2"
"5267","U26465","NCL","GVA","U2"
"5268","U26466","GVA","NCL","U2"
"5269","U26467","NCL","GVA","U2"
"5270","U26468","GVA","NCL","U2"
"5271","U26497","NCL","MLA","U2"
"5272","U26498","MLA","NCL","U2"
"5273","U26703","BFS","ALC","U2"
"5274","U26704","ALC","BFS","U2"
"5275","U26723","BFS","CDG","U2"
"5276","U26724","CDG","BFS","U2"
"5277","U26731","BFS","ACE","U2"
"5278","U26732","ACE","BFS","U2"
"5279","U26735","BFS","LYS","U2"
"5280","U26736","LYS","BFS","U2"
"5281","U26741","BFS","GVA","U2"
"5282","U26742","GVA","BFS","U2"
"5283","U26743","BFS","GVA","U2"
"5284","U26744","GVA","BFS","U2"
"5285","U26747","BFS","KEF","U2"
"5286","U26748","KEF","BFS","U2"
"5287","U26755","BFS","AGP","U2"
"5288","U26756","AGP","BFS","U2"
"5289","U26771","BFS","AMS","U2"
"5290","U26772","AMS","BFS","U2"
"5291","U26773","BFS","AMS","U2"
"5292","U26774","AMS","BFS","U2"
"5293","U26783","BFS","KRK","U2"
"5294","U26784","KRK","BFS","U2"
"5295","U26793","BFS","FAO","U2"
"5296","U26794","FAO","BFS","U2"
"5297","U26819","GLA","SXF","U2"
"5298","U26820","SXF","GLA","U2"
"5299","U26835","GLA","GVA","U2"
"5300","U26836","GVA","GLA","U2"
"5301","U26837","GLA","GVA","U2"
"5302","U26838","GVA","GLA","U2"
"5303","U26843","GLA","FAO","U2"
"5304","U26844","FAO","GLA","U2"
"5305","U26853","GLA","AMS","U2"
"5306","U26854","AMS","GLA","U2"
"5307","U26861","GLA","AGP","U2"
"5308","U26862","AGP","GLA","U2"
"5309","U26869","GLA","RAK","U2"
"5310","U26870","RAK","GLA","U2"
"5311","U26877","GLA","ALC","U2"
"5312","U26878","ALC","GLA","U2"
"5313","U26883","GLA","CDG","U2"
"5314","U26884","CDG","GLA","U2"
"5315","U26903","EDI","GVA","U2"
"5316","U26904","GVA","EDI","U2"
"5317","U26905","EDI","GVA","U2"
"5318","U26906","GVA","EDI","U2"
"5319","U26907","EDI","GVA","U2"
"5320","U26908","GVA","EDI","U2"
"5321","U26911","EDI","MUC","U2"
"5322","U26912","MUC","EDI","U2"
"5323","U26915","EDI","STR","U2"
"5324","U26916","STR","EDI","U2"
"5325","U26917","EDI","BSL","U2"
"5326","U26918","BSL","EDI","U2"
"5327","U26921","EDI","AMS","U2"
"5328","U26922","AMS","EDI","U2"
"5329","U26923","EDI","AMS","U2"
"5330","U26924","AMS","EDI","U2"
"5331","U26931","EDI","HAM","U2"
"5332","U26932","HAM","EDI","U2"
"5333","U26939","EDI","KRK","U2"
"5334","U26940","KRK","EDI","U2"
"5335","U26941","EDI","KEF","U2"
"5336","U26942","KEF","EDI","U2"
"5337","U26945","EDI","PFO","U2"
"5338","U26946","PFO","EDI","U2"
"5339","U26949","EDI","TFS","U2"
"5340","U26950","TFS","EDI","U2"
"5341","U26955","EDI","CDG","U2"
"5342","U26956","CDG","EDI","U2"
"5343","U26961","EDI","PRG","U2"
"5344","U26962","PRG","EDI","U2"
"5345","U26965","EDI","ATH","U2"
"5346","U26966","ATH","EDI","U2"
"5347","U26967","EDI","FNC","U2"
"5348","U26968","FNC","EDI","U2"
"5349","U26971","EDI","LYS","U2"
"5350","U26972","LYS","EDI","U2"
"5351","U26977","EDI","SXF","U2"
"5352","U26978","SXF","EDI","U2"
"5353","U26979","EDI","CPH","U2"
"5354","U26980","CPH","EDI","U2"
"5355","U26981","EDI","LIS","U2"
"5356","U26982","LIS","EDI","U2"
"5357","U26989","EDI","ALC","U2"
"5358","U26990","ALC","EDI","U2"
"5359","U26995","EDI","MAD","U2"
"5360","U26996","MAD","EDI","U2"
"5361","U26997","EDI","GNB","U2"
"5362","U26998","GNB","EDI","U2"
"5363","U27001","LPL","AMS","U2"
"5364","U27002","AMS","LPL","U2"
"5365","U27007","LPL","AMS","U2"
"5366","U27008","AMS","LPL","U2"
"5367","U27011","LPL","AMS","U2"
"5368","U27012","AMS","LPL","U2"
"5369","U27023","LPL","JER","U2"
"5370","U27024","JER","LPL","U2"
"5371","U27045","LPL","CDG","U2"
"5372","U27046","CDG","LPL","U2"
"5373","U27067","LPL","NCE","U2"
"5374","U27068","NCE","LPL","U2"
"5375","U27083","LPL","LIS","U2"
"5376","U27084","LIS","LPL","U2"
"5377","U27091","LPL","SZG","U2"
"5378","U27092","SZG","LPL","U2"
"5379","U27101","LPL","MAD","U2"
"5380","U27102","MAD","LPL","U2"
"5381","U27103","LPL","MAD","U2"
"5382","U27104","MAD","LPL","U2"
"5383","U27123","LPL","ALC","U2"
"5384","U27124","ALC","LPL","U2"
"5385","U27143","LPL","PMI","U2"
"5386","U27144","PMI","LPL","U2"
"5387","U27153","LPL","ACE","U2"
"5388","U27154","ACE","LPL","U2"
"5389","U27155","LPL","LCA","U2"
"5390","U27156","LCA","LPL","U2"
"5391","U27167","LPL","FUE","U2"
"5392","U27168","FUE","LPL","U2"
"5393","U27179","LPL","AGP","U2"
"5394","U27180","AGP","LPL","U2"
"5395","U27181","LPL","AGP","U2"
"5396","U27182","AGP","LPL","U2"
"5397","U27193","LPL","FAO","U2"
"5398","U27194","FAO","LPL","U2"
"5399","U27195","LPL","FAO","U2"
"5400","U27196","FAO","LPL","U2"
"5401","U27201","LPL","BCN","U2"
"5402","U27202","BCN","LPL","U2"
"5403","U27203","LPL","BCN","U2"
"5404","U27204","BCN","LPL","U2"
"5405","U27227","LPL","SXF","U2"
"5406","U27228","SXF","LPL","U2"
"5407","U27251","LPL","KRK","U2"
"5408","U27252","KRK","LPL","U2"
"5409","U27263","LPL","GNB","U2"
"5410","U27264","GNB","LPL","U2"
"5411","U27279","LPL","GVA","U2"
"5412","U27280","GVA","LPL","U2"
"5413","U27281","LPL","GVA","U2"
"5414","U27282","GVA","LPL","U2"
"5415","U27283","LPL","GVA","U2"
"5416","U27284","GVA","LPL","U2"
"5417","U27285","LPL","GVA","U2"
"5418","U27286","GVA","LPL","U2"
"5419","U27288","GVA","LPL","U2"
"5420","U27291","LPL","GVA","U2"
"5421","U27292","GVA","LPL","U2"
"5422","U27345","LBA","GVA","U2"
"5423","U27346","GVA","LBA","U2"
"5424","U27358","GNB","BHX","U2"
"5425","U27359","BHX","GNB","U2"
"5426","U27361","SEN","FAO","U2"
"5427","U27362","FAO","SEN","U2"
"5428","U27369","SEN","GVA","U2"
"5429","U27370","GVA","SEN","U2"
"5430","U27371","SEN","GVA","U2"
"5431","U27372","GVA","SEN","U2"
"5432","U27373","SEN","SXF","U2"
"5433","U27374","SXF","SEN","U2"
"5434","U27383","SEN","BCN","U2"
"5435","U27384","BCN","SEN","U2"
"5436","U27397","SEN","VCE","U2"
"5437","U27398","VCE","SEN","U2"
"5438","U27401","SEN","AMS","U2"
"5439","U27402","AMS","SEN","U2"
"5440","U27403","SEN","AMS","U2"
"5441","U27404","AMS","SEN","U2"
"5442","U27405","SEN","AMS","U2"
"5443","U27406","AMS","SEN","U2"
"5444","U27410","SEN","LYS","U2"
"5445","U27411","LYS","SEN","U2"
"5446","U27415","SEN","ALC","U2"
"5447","U27416","ALC","SEN","U2"
"5448","U27435","SEN","AGP","U2"
"5449","U27436","AGP","SEN","U2"
"5450","U27441","SEN","TFS","U2"
"5451","U27442","TFS","SEN","U2"
"5452","U27451","SEN","ACE","U2"
"5453","U27452","ACE","SEN","U2"
"5454","U27581","OPO","STR","U2"
"5455","U27582","STR","OPO","U2"
"5456","U27583","OPO","LUX","U2"
"5457","U27584","LUX","OPO","U2"
"5458","U27587","OPO","LYS","U2"
"5459","U27588","LYS","OPO","U2"
"5460","U27589","OPO","LYS","U2"
"5461","U27590","LYS","OPO","U2"
"5462","U27591","OPO","NTE","U2"
"5463","U27592","NTE","OPO","U2"
"5464","U27601","LIS","FNC","U2"
"5465","U27602","FNC","LIS","U2"
"5466","U27603","LIS","FNC","U2"
"5467","U27604","FNC","LIS","U2"
"5468","U27605","LIS","FNC","U2"
"5469","U27606","FNC","LIS","U2"
"5470","U27611","LIS","MAD","U2"
"5471","U27612","MAD","LIS","U2"
"5472","U27615","LIS","MAD","U2"
"5473","U27616","MAD","LIS","U2"
"5474","U27617","LIS","MAD","U2"
"5475","U27618","MAD","LIS","U2"
"5476","U27625","LIS","PDL","U2"
"5477","U27626","PDL","LIS","U2"
"5478","U27637","LIS","BOD","U2"
"5479","U27638","BOD","LIS","U2"
"5480","U27651","LIS","SXF","U2"
"5481","U27652","SXF","LIS","U2"
"5482","U27655","LIS","LUX","U2"
"5483","U27656","LUX","LIS","U2"
"5484","U27663","LIS","AMS","U2"
"5485","U27664","AMS","LIS","U2"
"5486","U27673","LIS","NCE","U2"
"5487","U27674","NCE","LIS","U2"
"5488","U27679","LIS","LIL","U2"
"5489","U27680","LIL","LIS","U2"
"5490","U27685","LIS","BSL","U2"
"5491","U27686","BSL","LIS","U2"
"5492","U27687","LIS","BSL","U2"
"5493","U27688","BSL","LIS","U2"
"5494","U27903","AMS","HAM","U2"
"5495","U27904","HAM","AMS","U2"
"5496","U27905","AMS","PRG","U2"
"5497","U27906","PRG","AMS","U2"
"5498","U27907","AMS","PRG","U2"
"5499","U27908","PRG","AMS","U2"
"5500","U27911","AMS","LYS","U2"
"5501","U27912","LYS","AMS","U2"
"5502","U27915","AMS","VCE","U2"
"5503","U27916","VCE","AMS","U2"
"5504","U27919","AMS","BOD","U2"
"5505","U27920","BOD","AMS","U2"
"5506","U27925","AMS","NCE","U2"
"5507","U27926","NCE","AMS","U2"
"5508","U27933","AMS","TLV","U2"
"5509","U27934","TLV","AMS","U2"
"5510","U27939","AMS","LIN","U2"
"5511","U27940","LIN","AMS","U2"
"5512","U27941","AMS","TFS","U2"
"5513","U27942","TFS","AMS","U2"
"5514","U27945","AMS","VIE","U2"
"5515","U27946","VIE","AMS","U2"
"5516","U27993","AMS","SZG","U2"
"5517","U27994","SZG","AMS","U2"
"5518","U27995","AMS","GNB","U2"
"5519","U27996","GNB","AMS","U2"
"5520","U28105","LTN","INN","U2"
"5521","U28106","INN","LTN","U2"
"5522","U28322","CDG","LGW","U2"
"5523","U28323","LGW","CDG","U2"
"5524","U28324","CDG","LGW","U2"
"5525","U28325","LGW","CDG","U2"
"5526","U28326","CDG","LGW","U2"
"5527","U28327","LGW","CDG","U2"
"5528","U28333","LGW","SXB","U2"
"5529","U28334","SXB","LGW","U2"
"5530","U28349","LGW","NCE","U2"
"5531","U28350","NCE","LGW","U2"
"5532","U28355","LGW","NCE","U2"
"5533","U28356","NCE","LGW","U2"
"5534","U28359","LGW","NCE","U2"
"5535","U28360","NCE","LGW","U2"
"5536","U28377","LGW","TRN","U2"
"5537","U28378","TRN","LGW","U2"
"5538","U28379","LGW","TRN","U2"
"5539","U28380","TRN","LGW","U2"
"5540","U28401","LGW","DME","U2"
"5541","U28402","DME","LGW","U2"
"5542","U28414","LYS","LGW","U2"
"5543","U28415","LGW","LYS","U2"
"5544","U28416","LYS","LGW","U2"
"5545","U28418","LYS","LGW","U2"
"5546","U28419","LGW","LYS","U2"
"5547","U28423","LGW","BUD","U2"
"5548","U28424","BUD","LGW","U2"
"5549","U28425","LGW","BUD","U2"
"5550","U28426","BUD","LGW","U2"
"5551","U28430","BSL","LGW","U2"
"5552","U28431","LGW","BSL","U2"
"5553","U28433","LGW","BSL","U2"
"5554","U28434","BSL","LGW","U2"
"5555","U28437","LGW","BSL","U2"
"5556","U28438","BSL","LGW","U2"
"5557","U28445","LGW","TLL","U2"
"5558","U28446","TLL","LGW","U2"
"5559","U28451","LGW","VRN","U2"
"5560","U28452","VRN","LGW","U2"
"5561","U28462","LGW","GVA","U2"
"5562","U28463","GVA","LGW","U2"
"5563","U28464","LGW","GVA","U2"
"5564","U28465","GVA","LGW","U2"
"5565","U28466","LGW","GVA","U2"
"5566","U28467","GVA","LGW","U2"
"5567","U28468","LGW","GVA","U2"
"5568","U28469","GVA","LGW","U2"
"5569","U28471","GVA","LGW","U2"
"5570","U28472","LGW","GVA","U2"
"5571","U28473","GVA","LGW","U2"
"5572","U28474","LGW","GVA","U2"
"5573","U28475","GVA","LGW","U2"
"5574","U28476","LGW","GVA","U2"
"5575","U28477","GVA","LGW","U2"
"5576","U28478","LGW","GVA","U2"
"5577","U28479","GVA","LGW","U2"
"5578","U28480","LGW","GVA","U2"
"5579","U28481","GVA","LGW","U2"
"5580","U28482","LGW","GVA","U2"
"5581","U28483","GVA","LGW","U2"
"5582","U28485","GVA","LGW","U2"
"5583","U28495","LGW","OPO","U2"
"5584","U28496","OPO","LGW","U2"
"5585","U28507","LGW","KEF","U2"
"5586","U28508","KEF","LGW","U2"
"5587","U28511","LGW","KRK","U2"
"5588","U28512","KRK","LGW","U2"
"5589","U28521","LGW","BRU","U2"
"5590","U28522","BRU","LGW","U2"
"5591","U28523","LGW","STR","U2"
"5592","U28524","STR","LGW","U2"
"5593","U28525","LGW","STR","U2"
"5594","U28526","STR","LGW","U2"
"5595","U28529","LGW","NAP","U2"
"5596","U28530","NAP","LGW","U2"
"5597","U28535","LGW","FUE","U2"
"5598","U28536","FUE","LGW","U2"
"5599","U28537","LGW","FUE","U2"
"5600","U28538","FUE","LGW","U2"
"5601","U28551","LGW","MJV","U2"
"5602","U28552","MJV","LGW","U2"
"5603","U28553","LGW","MJV","U2"
"5604","U28554","MJV","LGW","U2"
"5605","U28557","LGW","SZG","U2"
"5606","U28558","SZG","LGW","U2"
"5607","U28559","LGW","SZG","U2"
"5608","U28560","SZG","LGW","U2"
"5609","U28567","LGW","CTA","U2"
"5610","U28568","CTA","LGW","U2"
"5611","U28570","BCN","LGW","U2"
"5612","U28571","LGW","BCN","U2"
"5613","U28572","BCN","LGW","U2"
"5614","U28573","LGW","BCN","U2"
"5615","U28574","BCN","LGW","U2"
"5616","U28575","LGW","BCN","U2"
"5617","U28576","BCN","LGW","U2"
"5618","U28577","LGW","BCN","U2"
"5619","U28578","BCN","LGW","U2"
"5620","U28579","LGW","BCN","U2"
"5621","U28580","BCN","LGW","U2"
"5622","U28581","LGW","BCN","U2"
"5623","U28597","LGW","DUS","U2"
"5624","U28598","DUS","LGW","U2"
"5625","U28601","LGW","AGP","U2"
"5626","U28602","AGP","LGW","U2"
"5627","U28605","LGW","AGP","U2"
"5628","U28606","AGP","LGW","U2"
"5629","U28609","LGW","AGP","U2"
"5630","U28610","AGP","LGW","U2"
"5631","U28621","LGW","PMI","U2"
"5632","U28622","PMI","LGW","U2"
"5633","U28627","LGW","PMI","U2"
"5634","U28628","PMI","LGW","U2"
"5635","U28629","LGW","PMI","U2"
"5636","U28630","PMI","LGW","U2"
"5637","U28661","LGW","ALC","U2"
"5638","U28662","ALC","LGW","U2"
"5639","U28667","LGW","ALC","U2"
"5640","U28668","ALC","LGW","U2"
"5641","U28681","LGW","ACE","U2"
"5642","U28682","ACE","LGW","U2"
"5643","U28691","LGW","LPA","U2"
"5644","U28692","LPA","LGW","U2"
"5645","U28693","LGW","LPA","U2"
"5646","U28694","LPA","LGW","U2"
"5647","U28703","LGW","TFS","U2"
"5648","U28704","TFS","LGW","U2"
"5649","U28705","LGW","TFS","U2"
"5650","U28706","TFS","LGW","U2"
"5651","U28716","LIS","LGW","U2"
"5652","U28717","LGW","LIS","U2"
"5653","U28719","LGW","LIS","U2"
"5654","U28720","LIS","LGW","U2"
"5655","U28817","LGW","TLV","U2"
"5656","U28818","TLV","LGW","U2"
"5657","U28823","LGW","MLA","U2"
"5658","U28824","MLA","LGW","U2"
"5659","U28861","LGW","HRG","U2"
"5660","U28862","HRG","LGW","U2"
"5661","U28868","AMS","LGW","U2"
"5662","U28869","LGW","AMS","U2"
"5663","U28870","AMS","LGW","U2"
"5664","U28871","LGW","AMS","U2"
"5665","U28873","LGW","AMS","U2"
"5666","U28874","AMS","LGW","U2"
"5667","U28875","LGW","AMS","U2"
"5668","U28876","AMS","LGW","U2"
"5669","U28877","LGW","AMS","U2"
"5670","U28878","AMS","LGW","U2"
"5671","U28879","LGW","AMS","U2"
"5672","U28880","AMS","LGW","U2"
"5673","U28881","LGW","AMS","U2"
"5674","U28882","AMS","LGW","U2"
"5675","U28883","LGW","AMS","U2"
"5676","U28884","AMS","LGW","U2"
"5677","U28885","LGW","AMS","U2"
"5678","U28886","AMS","LGW","U2"
"5679","U28893","LGW","RAK","U2"
"5680","U28894","RAK","LGW","U2"
"5681","U28901","LGW","GIB","U2"
"5682","U28902","GIB","LGW","U2"
"5683","U28917","LGW","FAO","U2"
"5684","U28918","FAO","LGW","U2"
"5685","U28925","LGW","FAO","U2"
"5686","U28926","FAO","LGW","U2"
"5687","U28941","LGW","GNB","U2"
"5688","U28942","GNB","LGW","U2"
"5689","U28943","LGW","GNB","U2"
"5690","U28944","GNB","LGW","U2"
"5691","U28961","LGW","NTE","U2"
"5692","U28962","NTE","LGW","U2"
"5693","U28965","LGW","LCA","U2"
"5694","U28966","LCA","LGW","U2"
"5695","U28973","LGW","SOF","U2"
"5696","U28974","SOF","LGW","U2"
"5697","U28977","LGW","SOF","U2"
"5698","U28978","SOF","LGW","U2"
"5699","U28989","LGW","BLQ","U2"
"5700","U28990","BLQ","LGW","U2"
"5701","U29001","LTN","CBG","U2"
"5702","U29002","CBG","LGW","U2"
"5703","U29003","LGW","BRU","U2"
"5704","U29004","BRU","LGW","U2"
"5705","U29005","LPL","LGW","U2"
"5706","U29008","CPH","SXF","U2"
"5707","U29090","LPL","DSA","U2"
"5708","U29091","DSA","LGW","U2"
"5709","W61001","KTW","LTN","W6"
"5710","W61002","LTN","KTW","W6"
"5711","W61005","KTW","LTN","W6"
"5712","W61006","LTN","KTW","W6"
"5713","W61009","KTW","LTN","W6"
"5714","W61010","LTN","KTW","W6"
"5715","W61015","KTW","DSA","W6"
"5716","W61016","DSA","KTW","W6"
"5717","W61017","KTW","GLA","W6"
"5718","W61018","GLA","KTW","W6"
"5719","W61019","KTW","BRS","W6"
"5720","W61020","BRS","KTW","W6"
"5721","W61025","KTW","BFS","W6"
"5722","W61026","BFS","KTW","W6"
"5723","W61051","KTW","BVA","W6"
"5724","W61052","BVA","KTW","W6"
"5725","W61071","KTW","EIN","W6"
"5726","W61072","EIN","KTW","W6"
"5727","W61075","KTW","MST","W6"
"5728","W61076","MST","KTW","W6"
"5729","W61091","KTW","DTM","W6"
"5730","W61092","DTM","KTW","W6"
"5731","W61097","KTW","DTM","W6"
"5732","W61098","DTM","KTW","W6"
"5733","W61099","KTW","CGN","W6"
"5734","W61100","CGN","KTW","W6"
"5735","W61103","KTW","HHN","W6"
"5736","W61104","HHN","KTW","W6"
"5737","W61131","KTW","BGY","W6"
"5738","W61132","BGY","KTW","W6"
"5739","W61141","KTW","FCO","W6"
"5740","W61142","FCO","KTW","W6"
"5741","W61157","KTW","NAP","W6"
"5742","W61158","NAP","KTW","W6"
"5743","W61159","KTW","BLQ","W6"
"5744","W61160","BLQ","KTW","W6"
"5745","W61175","KTW","BCN","W6"
"5746","W61176","BCN","KTW","W6"
"5747","W61201","KTW","NYO","W6"
"5748","W61202","NYO","KTW","W6"
"5749","W61209","KTW","MMX","W6"
"5750","W61210","MMX","KTW","W6"
"5751","W61215","KTW","TRF","W6"
"5752","W61216","TRF","KTW","W6"
"5753","W61219","KTW","BGO","W6"
"5754","W61220","BGO","KTW","W6"
"5755","W61221","KTW","SVG","W6"
"5756","W61222","SVG","KTW","W6"
"5757","W61251","KTW","LCA","W6"
"5758","W61252","LCA","KTW","W6"
"5759","W61277","KTW","IEV","W6"
"5760","W61278","IEV","KTW","W6"
"5761","W61283","KTW","TLV","W6"
"5762","W61284","TLV","KTW","W6"
"5763","W61301","WAW","LTN","W6"
"5764","W61302","LTN","WAW","W6"
"5765","W61305","WAW","LTN","W6"
"5766","W61306","LTN","WAW","W6"
"5767","W61307","WAW","LTN","W6"
"5768","W61308","LTN","WAW","W6"
"5769","W61309","WAW","LTN","W6"
"5770","W61310","LTN","WAW","W6"
"5771","W61311","WAW","LPL","W6"
"5772","W61312","LPL","WAW","W6"
"5773","W61315","WAW","DSA","W6"
"5774","W61316","DSA","WAW","W6"
"5775","W61321","WAW","BHX","W6"
"5776","W61322","BHX","WAW","W6"
"5777","W61323","WAW","GLA","W6"
"5778","W61324","GLA","WAW","W6"
"5779","W61333","WAW","GNB","W6"
"5780","W61334","GNB","WAW","W6"
"5781","W61351","WAW","BVA","W6"
"5782","W61352","BVA","WAW","W6"
"5783","W61361","WAW","GVA","W6"
"5784","W61362","GVA","WAW","W6"
"5785","W61363","WAW","BSL","W6"
"5786","W61364","BSL","WAW","W6"
"5787","W61371","WAW","EIN","W6"
"5788","W61372","EIN","WAW","W6"
"5789","W61381","WAW","CRL","W6"
"5790","W61382","CRL","WAW","W6"
"5791","W61391","WAW","DTM","W6"
"5792","W61392","DTM","WAW","W6"
"5793","W61431","WAW","BGY","W6"
"5794","W61432","BGY","WAW","W6"
"5795","W61441","WAW","FCO","W6"
"5796","W61442","FCO","WAW","W6"
"5797","W61459","WAW","VRN","W6"
"5798","W61460","VRN","WAW","W6"
"5799","W61461","WAW","TRN","W6"
"5800","W61462","TRN","WAW","W6"
"5801","W61475","WAW","BCN","W6"
"5802","W61476","BCN","WAW","W6"
"5803","W61501","WAW","NYO","W6"
"5804","W61502","NYO","WAW","W6"
"5805","W61505","WAW","GOT","W6"
"5806","W61506","GOT","WAW","W6"
"5807","W61509","WAW","MMX","W6"
"5808","W61510","MMX","WAW","W6"
"5809","W61515","WAW","TRF","W6"
"5810","W61516","TRF","WAW","W6"
"5811","W61519","WAW","BGO","W6"
"5812","W61520","BGO","WAW","W6"
"5813","W61551","WAW","LCA","W6"
"5814","W61552","LCA","WAW","W6"
"5815","W61559","WAW","TLV","W6"
"5816","W61560","TLV","WAW","W6"
"5817","W61575","WAW","KUT","W6"
"5818","W61576","KUT","WAW","W6"
"5819","W61589","WAW","MLA","W6"
"5820","W61590","MLA","WAW","W6"
"5821","W61593","WAW","LIS","W6"
"5822","W61594","LIS","WAW","W6"
"5823","W61601","GDN","LTN","W6"
"5824","W61602","LTN","GDN","W6"
"5825","W61607","GDN","LTN","W6"
"5826","W61608","LTN","GDN","W6"
"5827","W61609","GDN","LTN","W6"
"5828","W61610","LTN","GDN","W6"
"5829","W61611","GDN","LPL","W6"
"5830","W61612","LPL","GDN","W6"
"5831","W61615","GDN","DSA","W6"
"5832","W61616","DSA","GDN","W6"
"5833","W61617","GDN","ABZ","W6"
"5834","W61618","ABZ","GDN","W6"
"5835","W61623","GDN","GLA","W6"
"5836","W61624","GLA","GDN","W6"
"5837","W61631","GDN","BVA","W6"
"5838","W61632","BVA","GDN","W6"
"5839","W61641","GDN","EIN","W6"
"5840","W61642","EIN","GDN","W6"
"5841","W61643","GDN","GRQ","W6"
"5842","W61644","GRQ","GDN","W6"
"5843","W61651","GDN","CRL","W6"
"5844","W61652","CRL","GDN","W6"
"5845","W61661","GDN","DTM","W6"
"5846","W61662","DTM","GDN","W6"
"5847","W61671","GDN","CGN","W6"
"5848","W61672","CGN","GDN","W6"
"5849","W61675","GDN","LBC","W6"
"5850","W61676","LBC","GDN","W6"
"5851","W61677","GDN","HHN","W6"
"5852","W61678","HHN","GDN","W6"
"5853","W61681","GDN","BGY","W6"
"5854","W61682","BGY","GDN","W6"
"5855","W61689","GDN","MLA","W6"
"5856","W61690","MLA","GDN","W6"
"5857","W61705","GDN","BCN","W6"
"5858","W61706","BCN","GDN","W6"
"5859","W61731","GDN","NYO","W6"
"5860","W61732","NYO","GDN","W6"
"5861","W61733","GDN","NYO","W6"
"5862","W61734","NYO","GDN","W6"
"5863","W61735","GDN","GOT","W6"
"5864","W61736","GOT","GDN","W6"
"5865","W61739","GDN","MMX","W6"
"5866","W61740","MMX","GDN","W6"
"5867","W61743","GDN","TRF","W6"
"5868","W61744","TRF","GDN","W6"
"5869","W61745","GDN","BGO","W6"
"5870","W61746","BGO","GDN","W6"
"5871","W61747","GDN","SVG","W6"
"5872","W61748","SVG","GDN","W6"
"5873","W61749","GDN","HAU","W6"
"5874","W61750","HAU","GDN","W6"
"5875","W61751","GDN","TKU","W6"
"5876","W61752","TKU","GDN","W6"
"5877","W61761","GDN","TRD","W6"
"5878","W61762","TRD","GDN","W6"
"5879","W61763","GDN","MOL","W6"
"5880","W61764","MOL","GDN","W6"
"5881","W61765","GDN","AES","W6"
"5882","W61766","AES","GDN","W6"
"5883","W61769","GDN","KRS","W6"
"5884","W61770","KRS","GDN","W6"
"5885","W61773","GDN","KEF","W6"
"5886","W61774","KEF","GDN","W6"
"5887","W61777","GDN","BLL","W6"
"5888","W61778","BLL","GDN","W6"
"5889","W61801","WRO","LTN","W6"
"5890","W61802","LTN","WRO","W6"
"5891","W61815","WRO","DSA","W6"
"5892","W61816","DSA","WRO","W6"
"5893","W61821","WRO","BVA","W6"
"5894","W61822","BVA","WRO","W6"
"5895","W61825","WRO","EIN","W6"
"5896","W61826","EIN","WRO","W6"
"5897","W61831","WRO","DTM","W6"
"5898","W61832","DTM","WRO","W6"
"5899","W61871","WRO","NYO","W6"
"5900","W61872","NYO","WRO","W6"
"5901","W61879","WRO","TRF","W6"
"5902","W61880","TRF","WRO","W6"
"5903","W61901","POZ","LTN","W6"
"5904","W61902","LTN","POZ","W6"
"5905","W61903","POZ","LTN","W6"
"5906","W61904","LTN","POZ","W6"
"5907","W61907","POZ","BHX","W6"
"5908","W61908","BHX","POZ","W6"
"5909","W61915","POZ","DSA","W6"
"5910","W61916","DSA","POZ","W6"
"5911","W61919","POZ","GLA","W6"
"5912","W61920","GLA","POZ","W6"
"5913","W61921","POZ","BVA","W6"
"5914","W61922","BVA","POZ","W6"
"5915","W61925","POZ","EIN","W6"
"5916","W61926","EIN","POZ","W6"
"5917","W61951","POZ","BGY","W6"
"5918","W61952","BGY","POZ","W6"
"5919","W61963","POZ","BCN","W6"
"5920","W61964","BCN","POZ","W6"
"5921","W61971","POZ","NYO","W6"
"5922","W61972","NYO","POZ","W6"
"5923","W61975","POZ","MMX","W6"
"5924","W61976","MMX","POZ","W6"
"5925","W61979","POZ","TRF","W6"
"5926","W61980","TRF","POZ","W6"
"5927","W62065","LUZ","LTN","W6"
"5928","W62066","LTN","LUZ","W6"
"5929","W62071","LUZ","DSA","W6"
"5930","W62072","DSA","LUZ","W6"
"5931","W62075","LUZ","GLA","W6"
"5932","W62076","GLA","LUZ","W6"
"5933","W62079","LUZ","TRF","W6"
"5934","W62080","TRF","LUZ","W6"
"5935","W62083","LUZ","NYO","W6"
"5936","W62084","NYO","LUZ","W6"
"5937","W62087","LUZ","CRL","W6"
"5938","W62088","CRL","LUZ","W6"
"5939","W62151","SZZ","BGO","W6"
"5940","W62152","BGO","SZZ","W6"
"5941","W62155","SZZ","SVG","W6"
"5942","W62156","SVG","SZZ","W6"
"5943","W62159","SZZ","TRF","W6"
"5944","W62160","TRF","SZZ","W6"
"5945","W62163","SZZ","LTN","W6"
"5946","W62164","LTN","SZZ","W6"
"5947","W62201","BUD","LTN","W6"
"5948","W62202","LTN","BUD","W6"
"5949","W62205","BUD","LTN","W6"
"5950","W62206","LTN","BUD","W6"
"5951","W62207","BUD","LTN","W6"
"5952","W62208","LTN","BUD","W6"
"5953","W62209","BUD","LTN","W6"
"5954","W62210","LTN","BUD","W6"
"5955","W62217","BUD","BHX","W6"
"5956","W62218","BHX","BUD","W6"
"5957","W62223","BUD","GLA","W6"
"5958","W62224","GLA","BUD","W6"
"5959","W62247","BUD","KUT","W6"
"5960","W62248","KUT","BUD","W6"
"5961","W62271","BUD","EIN","W6"
