"","flight.date","fl.num","origin","dest","dep.time","arr.time","equipment","weekday","dep.airport","dep.city","dep.country","dep.lat","dep.long","arr.airport","arr.city","arr.country","arr.lat","arr.long"
"280","2016-01-29","W61748","SVG","GDN",2016-01-29 18:00:00,2016-01-29 19:35:00,"32S","Fri","Sola","Stavanger","Norway",58.876778,5.637856,"Lech Walesa","Gdansk","Poland",54.377569,18.466222
"281","2016-01-29","W61766","AES","GDN",2016-01-29 16:40:00,2016-01-29 18:35:00,"32S","Fri","Vigra","Alesund","Norway",62.560372,6.110164,"Lech Walesa","Gdansk","Poland",54.377569,18.466222
"282","2016-01-29","W61770","KRS","GDN",2016-01-29 19:15:00,2016-01-29 20:40:00,"32S","Fri","Kjevik","Kristiansand","Norway",58.204214,8.085369,"Lech Walesa","Gdansk","Poland",54.377569,18.466222
"283","2016-01-29","W61774","KEF","GDN",2016-01-29 19:45:00,2016-01-30 00:25:00,"32S","Fri","Keflavik International Airport","Keflavik","Iceland",63.985,-22.605556,"Lech Walesa","Gdansk","Poland",54.377569,18.466222
"284","2016-01-29","W61778","BLL","GDN",2016-01-29 21:55:00,2016-01-29 23:10:00,"32S","Fri","Billund","Billund","Denmark",55.740322,9.151778,"Lech Walesa","Gdansk","Poland",54.377569,18.466222
"285","2016-01-29","W61802","LTN","WRO",2016-01-29 07:55:00,2016-01-29 11:00:00,"32S","Fri","Luton","London","United Kingdom",51.874722,-0.368333,"Strachowice","Wroclaw","Poland",51.102683,16.885836
"286","2016-01-29","W61826","EIN","WRO",2016-01-29 13:40:00,2016-01-29 15:10:00,"32S","Fri","Eindhoven","Eindhoven","Netherlands",51.450139,5.374528,"Strachowice","Wroclaw","Poland",51.102683,16.885836
"287","2016-01-29","W61832","DTM","WRO",2016-01-29 17:40:00,2016-01-29 19:00:00,"32S","Fri","Dortmund","Dortmund","Germany",51.518314,7.612242,"Strachowice","Wroclaw","Poland",51.102683,16.885836
"288","2016-01-29","W61902","LTN","POZ",2016-01-29 16:20:00,2016-01-29 19:25:00,"32S","Fri","Luton","London","United Kingdom",51.874722,-0.368333,"Lawica","Poznan","Poland",52.421031,16.826325
"289","2016-01-29","W61904","LTN","POZ",2016-01-29 21:35:00,2016-01-30 00:40:00,"32S","Fri","Luton","London","United Kingdom",51.874722,-0.368333,"Lawica","Poznan","Poland",52.421031,16.826325
"290","2016-01-29","W61908","BHX","POZ",2016-01-29 08:00:00,2016-01-29 11:10:00,"32S","Fri","Birmingham","Birmingham","United Kingdom",52.453856,-1.748028,"Lawica","Poznan","Poland",52.421031,16.826325
"291","2016-01-29","W61916","DSA","POZ",2016-01-29 20:35:00,2016-01-29 23:35:00,"32S","Fri","Robin Hood Doncaster Sheffield Airport","Doncaster, Sheffield","United Kingdom",53.474722,-1.004444,"Lawica","Poznan","Poland",52.421031,16.826325
"292","2016-01-29","W61926","EIN","POZ",2016-01-29 13:45:00,2016-01-29 15:15:00,"32S","Fri","Eindhoven","Eindhoven","Netherlands",51.450139,5.374528,"Lawica","Poznan","Poland",52.421031,16.826325
"293","2016-01-29","W61976","MMX","POZ",2016-01-29 17:20:00,2016-01-29 18:25:00,"32S","Fri","Sturup","Malmoe","Sweden",55.530193,13.371639,"Lawica","Poznan","Poland",52.421031,16.826325
"294","2016-01-29","W62066","LTN","LUZ",2016-01-29 20:15:00,2016-01-29 23:50:00,"32S","Fri","Luton","London","United Kingdom",51.874722,-0.368333,"Lublin","Lublin","Poland",51.239333,22.714083
"295","2016-01-29","W62202","LTN","BUD",2016-01-29 08:10:00,2016-01-29 11:35:00,"32S","Fri","Luton","London","United Kingdom",51.874722,-0.368333,"Ferihegy","Budapest","Hungary",47.436933,19.255592
"296","2016-01-29","W62206","LTN","BUD",2016-01-29 14:25:00,2016-01-29 17:50:00,"32S","Fri","Luton","London","United Kingdom",51.874722,-0.368333,"Ferihegy","Budapest","Hungary",47.436933,19.255592
"297","2016-01-29","W62208","LTN","BUD",2016-01-29 17:35:00,2016-01-29 21:00:00,"32S","Fri","Luton","London","United Kingdom",51.874722,-0.368333,"Ferihegy","Budapest","Hungary",47.436933,19.255592
"298","2016-01-29","W62210","LTN","BUD",2016-01-29 20:40:00,2016-01-29 23:55:00,"32S","Fri","Luton","London","United Kingdom",51.874722,-0.368333,"Ferihegy","Budapest","Hungary",47.436933,19.255592
"299","2016-01-29","W62224","GLA","BUD",2016-01-29 19:25:00,2016-01-29 23:20:00,"32S","Fri","Glasgow","Glasgow","United Kingdom",55.871944,-4.433056,"Ferihegy","Budapest","Hungary",47.436933,19.255592
"300","2016-01-29","W62272","EIN","BUD",2016-01-29 08:50:00,2016-01-29 10:45:00,"32S","Fri","Eindhoven","Eindhoven","Netherlands",51.450139,5.374528,"Ferihegy","Budapest","Hungary",47.436933,19.255592
"301","2016-01-29","W62274","EIN","BUD",2016-01-29 17:40:00,2016-01-29 19:35:00,"32S","Fri","Eindhoven","Eindhoven","Netherlands",51.450139,5.374528,"Ferihegy","Budapest","Hungary",47.436933,19.255592
"302","2016-01-29","W62282","CRL","BUD",2016-01-29 08:50:00,2016-01-29 10:45:00,"32S","Fri","Brussels South","Charleroi","Belgium",50.459197,4.453817,"Ferihegy","Budapest","Hungary",47.436933,19.255592
"303","2016-01-29","W62284","CRL","BUD",2016-01-29 19:30:00,2016-01-29 21:25:00,"32S","Fri","Brussels South","Charleroi","Belgium",50.459197,4.453817,"Ferihegy","Budapest","Hungary",47.436933,19.255592
"304","2016-01-29","W62292","DTM","BUD",2016-01-29 08:30:00,2016-01-29 10:15:00,"32S","Fri","Dortmund","Dortmund","Germany",51.518314,7.612242,"Ferihegy","Budapest","Hungary",47.436933,19.255592
"305","2016-01-29","W62334","MXP","BUD",2016-01-29 08:10:00,2016-01-29 09:45:00,"32S","Fri","Malpensa","Milano","Italy",45.630606,8.728111,"Ferihegy","Budapest","Hungary",47.436933,19.255592
"306","2016-01-29","W62336","MXP","BUD",2016-01-29 22:15:00,2016-01-29 23:50:00,"32S","Fri","Malpensa","Milano","Italy",45.630606,8.728111,"Ferihegy","Budapest","Hungary",47.436933,19.255592
"307","2016-01-29","W62340","FCO","BUD",2016-01-29 12:40:00,2016-01-29 14:20:00,"32S","Fri","Fiumicino","Rome","Italy",41.804475,12.250797,"Ferihegy","Budapest","Hungary",47.436933,19.255592
"308","2016-01-29","W62354","CTA","BUD",2016-01-29 14:15:00,2016-01-29 16:15:00,"32S","Fri","Catania Fontanarossa","Catania","Italy",37.466781,15.0664,"Ferihegy","Budapest","Hungary",47.436933,19.255592
"309","2016-01-29","W62362","BRI","BUD",2016-01-29 14:40:00,2016-01-29 16:10:00,"32S","Fri","Bari","Bari","Italy",41.138856,16.760594,"Ferihegy","Budapest","Hungary",47.436933,19.255592
"310","2016-01-29","W62372","MAD","BUD",2016-01-29 20:50:00,2016-01-29 23:55:00,"32S","Fri","Barajas","Madrid","Spain",40.493556,-3.566764,"Ferihegy","Budapest","Hungary",47.436933,19.255592
"311","2016-01-29","W62376","BCN","BUD",2016-01-29 09:15:00,2016-01-29 11:50:00,"32S","Fri","Barcelona","Barcelona","Spain",41.297078,2.078464,"Ferihegy","Budapest","Hungary",47.436933,19.255592
"312","2016-01-29","W62398","SAW","BUD",2016-01-29 15:05:00,2016-01-29 16:05:00,"32S","Fri","Sabiha Gokcen","Istanbul","Turkey",40.898553,29.309219,"Ferihegy","Budapest","Hungary",47.436933,19.255592
"313","2016-01-29","W62404","NYO","BUD",2016-01-29 21:55:00,2016-01-29 23:55:00,"32S","Fri","Skavsta","Stockholm","Sweden",58.788636,16.912189,"Ferihegy","Budapest","Hungary",47.436933,19.255592
"314","2016-01-29","W62410","MMX","BUD",2016-01-29 13:05:00,2016-01-29 14:50:00,"32S","Fri","Sturup","Malmoe","Sweden",55.530193,13.371639,"Ferihegy","Budapest","Hungary",47.436933,19.255592
"315","2016-01-29","W62458","TLV","BUD",2016-01-29 11:15:00,2016-01-29 13:45:00,"32S","Fri","Ben Gurion","Tel-aviv","Israel",32.011389,34.886667,"Ferihegy","Budapest","Hungary",47.436933,19.255592
"316","2016-01-29","W62468","WAW","BUD",2016-01-29 15:45:00,2016-01-29 17:00:00,"32S","Fri","Okecie","Warsaw","Poland",52.16575,20.967122,"Ferihegy","Budapest","Hungary",47.436933,19.255592
"317","2016-01-29","W62474","IEV","BUD",2016-01-29 06:15:00,2016-01-29 07:00:00,"32S","Fri","Zhuliany Intl","Kiev","Ukraine",50.401694,30.449697,"Ferihegy","Budapest","Hungary",47.436933,19.255592
"318","2016-01-29","W62490","VKO","BUD",2016-01-29 11:25:00,2016-01-29 12:05:00,"32S","Fri","Vnukovo","Moscow","Russia",55.591531,37.261486,"Ferihegy","Budapest","Hungary",47.436933,19.255592
"319","2016-01-29","W62494","TFS","BUD",2016-01-29 17:45:00,2016-01-29 23:55:00,"32S","Fri","Tenerife Sur","Tenerife","Spain",28.044475,-16.572489,"Ferihegy","Budapest","Hungary",47.436933,19.255592
"320","2016-01-29","W62502","LTN","RIX",2016-01-29 14:15:00,2016-01-29 18:55:00,"32S","Fri","Luton","London","United Kingdom",51.874722,-0.368333,"Riga Intl","Riga","Latvia",56.923611,23.971111
"321","2016-01-29","W62504","LTN","RIX",2016-01-29 20:50:00,2016-01-30 01:30:00,"32S","Fri","Luton","London","United Kingdom",51.874722,-0.368333,"Riga Intl","Riga","Latvia",56.923611,23.971111
"322","2016-01-29","W62512","LPL","RIX",2016-01-29 18:45:00,2016-01-29 23:35:00,"32S","Fri","Liverpool","Liverpool","United Kingdom",53.333611,-2.849722,"Riga Intl","Riga","Latvia",56.923611,23.971111
"323","2016-01-29","W62534","LBC","RIX",2016-01-29 14:10:00,2016-01-29 16:50:00,"32S","Fri","Lubeck Blankensee","Luebeck","Germany",53.805367,10.719222,"Riga Intl","Riga","Latvia",56.923611,23.971111
"324","2016-01-29","W62602","LTN","PRG",2016-01-29 21:05:00,2016-01-29 23:55:00,"32S","Fri","Luton","London","United Kingdom",51.874722,-0.368333,"Ruzyne","Prague","Czech Republic",50.100833,14.26
"325","2016-01-29","W62682","BGY","PRG",2016-01-29 17:45:00,2016-01-29 19:05:00,"32S","Fri","Bergamo Orio Al Serio","Bergamo","Italy",45.673889,9.704166,"Ruzyne","Prague","Czech Republic",50.100833,14.26
"326","2016-01-29","W62792","TLV","PRG",2016-01-29 11:45:00,2016-01-29 15:00:00,"32S","Fri","Ben Gurion","Tel-aviv","Israel",32.011389,34.886667,"Ruzyne","Prague","Czech Republic",50.100833,14.26
"327","2016-01-29","W62802","LTN","BRQ",2016-01-29 07:30:00,2016-01-29 10:30:00,"32S","Fri","Luton","London","United Kingdom",51.874722,-0.368333,"Turany","Brno","Czech Republic",49.151269,16.694433
"328","2016-01-29","W62928","CRL","LJU",2016-01-29 16:40:00,2016-01-29 18:20:00,"32S","Fri","Brussels South","Charleroi","Belgium",50.459197,4.453817,"Ljubljana","Ljubljana","Slovenia",46.223686,14.457611
"329","2016-01-29","W63002","LTN","OTP",2016-01-29 08:40:00,2016-01-29 13:55:00,"32S","Fri","Luton","London","United Kingdom",51.874722,-0.368333,"Henri Coanda","Bucharest","Romania",44.572161,26.102178
"330","2016-01-29","W63004","LTN","OTP",2016-01-29 14:50:00,2016-01-29 20:00:00,"32S","Fri","Luton","London","United Kingdom",51.874722,-0.368333,"Henri Coanda","Bucharest","Romania",44.572161,26.102178
"331","2016-01-29","W63010","LTN","OTP",2016-01-29 21:40:00,2016-01-30 02:55:00,"32S","Fri","Luton","London","United Kingdom",51.874722,-0.368333,"Henri Coanda","Bucharest","Romania",44.572161,26.102178
"332","2016-01-29","W63016","DSA","OTP",2016-01-29 19:50:00,2016-01-30 00:55:00,"32S","Fri","Robin Hood Doncaster Sheffield Airport","Doncaster, Sheffield","United Kingdom",53.474722,-1.004444,"Henri Coanda","Bucharest","Romania",44.572161,26.102178
"333","2016-01-29","W63018","GLA","OTP",2016-01-29 21:25:00,2016-01-30 02:55:00,"32S","Fri","Glasgow","Glasgow","United Kingdom",55.871944,-4.433056,"Henri Coanda","Bucharest","Romania",44.572161,26.102178
"334","2016-01-29","W63052","BVA","OTP",2016-01-29 08:40:00,2016-01-29 12:35:00,"32S","Fri","Tille","Beauvais","France",49.454444,2.112778,"Henri Coanda","Bucharest","Romania",44.572161,26.102178
"335","2016-01-29","W63082","CRL","OTP",2016-01-29 15:10:00,2016-01-29 18:55:00,"32S","Fri","Brussels South","Charleroi","Belgium",50.459197,4.453817,"Henri Coanda","Bucharest","Romania",44.572161,26.102178
"336","2016-01-29","W63090","BSL","OTP",2016-01-29 15:15:00,2016-01-29 18:40:00,"32S","Fri","EuroAirport Basel-Mulhouse-Freiburg","Basel","Switzerland",47.59,7.529167,"Henri Coanda","Bucharest","Romania",44.572161,26.102178
"337","2016-01-29","W63092","DTM","OTP",2016-01-29 08:25:00,2016-01-29 12:00:00,"32S","Fri","Dortmund","Dortmund","Germany",51.518314,7.612242,"Henri Coanda","Bucharest","Romania",44.572161,26.102178
"338","2016-01-29","W63132","BGY","OTP",2016-01-29 08:30:00,2016-01-29 11:45:00,"32S","Fri","Bergamo Orio Al Serio","Bergamo","Italy",45.673889,9.704166,"Henri Coanda","Bucharest","Romania",44.572161,26.102178
"339","2016-01-29","W63138","MXP","OTP",2016-01-29 13:50:00,2016-01-29 17:10:00,"32S","Fri","Malpensa","Milano","Italy",45.630606,8.728111,"Henri Coanda","Bucharest","Romania",44.572161,26.102178
"340","2016-01-29","W63142","CIA","OTP",2016-01-29 08:10:00,2016-01-29 11:15:00,"32S","Fri","Ciampino","Rome","Italy",41.799361,12.594936,"Henri Coanda","Bucharest","Romania",44.572161,26.102178
"341","2016-01-29","W63146","CIA","OTP",2016-01-29 20:50:00,2016-01-29 23:55:00,"32S","Fri","Ciampino","Rome","Italy",41.799361,12.594936,"Henri Coanda","Bucharest","Romania",44.572161,26.102178
"342","2016-01-29","W63152","CTA","OTP",2016-01-29 13:40:00,2016-01-29 16:50:00,"32S","Fri","Catania Fontanarossa","Catania","Italy",37.466781,15.0664,"Henri Coanda","Bucharest","Romania",44.572161,26.102178
"343","2016-01-29","W63160","TSF","OTP",2016-01-29 08:20:00,2016-01-29 11:20:00,"32S","Fri","Treviso","Treviso","Italy",45.6484,12.194422,"Henri Coanda","Bucharest","Romania",44.572161,26.102178
"344","2016-01-29","W63164","BLQ","OTP",2016-01-29 14:00:00,2016-01-29 17:00:00,"32S","Fri","Bologna","Bologna","Italy",44.535444,11.288667,"Henri Coanda","Bucharest","Romania",44.572161,26.102178
"345","2016-01-29","W63166","BRI","OTP",2016-01-29 15:55:00,2016-01-29 18:35:00,"32S","Fri","Bari","Bari","Italy",41.138856,16.760594,"Henri Coanda","Bucharest","Romania",44.572161,26.102178
"346","2016-01-29","W63172","MAD","OTP",2016-01-29 21:20:00,2016-01-30 01:55:00,"32S","Fri","Barajas","Madrid","Spain",40.493556,-3.566764,"Henri Coanda","Bucharest","Romania",44.572161,26.102178
"347","2016-01-29","W63176","BCN","OTP",2016-01-29 20:40:00,2016-01-30 00:55:00,"32S","Fri","Barcelona","Barcelona","Spain",41.297078,2.078464,"Henri Coanda","Bucharest","Romania",44.572161,26.102178
"348","2016-01-29","W63202","NYO","OTP",2016-01-29 08:30:00,2016-01-29 12:10:00,"32S","Fri","Skavsta","Stockholm","Sweden",58.788636,16.912189,"Henri Coanda","Bucharest","Romania",44.572161,26.102178
"349","2016-01-29","W63302","LTN","CLJ",2016-01-29 08:35:00,2016-01-29 13:30:00,"32S","Fri","Luton","London","United Kingdom",51.874722,-0.368333,"Cluj Napoca","Cluj-napoca","Romania",46.785167,23.686167
"350","2016-01-29","W63304","LTN","CLJ",2016-01-29 18:20:00,2016-01-29 23:15:00,"32S","Fri","Luton","London","United Kingdom",51.874722,-0.368333,"Cluj Napoca","Cluj-napoca","Romania",46.785167,23.686167
"351","2016-01-29","W63332","BVA","CLJ",2016-01-29 08:50:00,2016-01-29 12:25:00,"32S","Fri","Tille","Beauvais","France",49.454444,2.112778,"Cluj Napoca","Cluj-napoca","Romania",46.785167,23.686167
"352","2016-01-29","W63342","EIN","CLJ",2016-01-29 13:15:00,2016-01-29 16:35:00,"32S","Fri","Eindhoven","Eindhoven","Netherlands",51.450139,5.374528,"Cluj Napoca","Cluj-napoca","Romania",46.785167,23.686167
"353","2016-01-29","W63370","NUE","CLJ",2016-01-29 14:20:00,2016-01-29 17:05:00,"32S","Fri","Nurnberg","Nuernberg","Germany",49.4987,11.066897,"Cluj Napoca","Cluj-napoca","Romania",46.785167,23.686167
"354","2016-01-29","W63372","BSL","CLJ",2016-01-29 20:55:00,2016-01-29 23:55:00,"32S","Fri","EuroAirport Basel-Mulhouse-Freiburg","Basel","Switzerland",47.59,7.529167,"Cluj Napoca","Cluj-napoca","Romania",46.785167,23.686167
"355","2016-01-29","W63382","BGY","CLJ",2016-01-29 15:45:00,2016-01-29 18:45:00,"32S","Fri","Bergamo Orio Al Serio","Bergamo","Italy",45.673889,9.704166,"Cluj Napoca","Cluj-napoca","Romania",46.785167,23.686167
"356","2016-01-29","W63386","CIA","CLJ",2016-01-29 07:50:00,2016-01-29 10:45:00,"32S","Fri","Ciampino","Rome","Italy",41.799361,12.594936,"Cluj Napoca","Cluj-napoca","Romania",46.785167,23.686167
"357","2016-01-29","W63392","TSF","CLJ",2016-01-29 13:25:00,2016-01-29 16:05:00,"32S","Fri","Treviso","Treviso","Italy",45.6484,12.194422,"Cluj Napoca","Cluj-napoca","Romania",46.785167,23.686167
"358","2016-01-29","W63406","BCN","CLJ",2016-01-29 19:55:00,2016-01-29 23:55:00,"32S","Fri","Barcelona","Barcelona","Spain",41.297078,2.078464,"Cluj Napoca","Cluj-napoca","Romania",46.785167,23.686167
"359","2016-01-29","W63440","MMX","CLJ",2016-01-29 19:35:00,2016-01-29 22:40:00,"32S","Fri","Sturup","Malmoe","Sweden",55.530193,13.371639,"Cluj Napoca","Cluj-napoca","Romania",46.785167,23.686167
"360","2016-01-29","W63502","LTN","TSR",2016-01-29 07:25:00,2016-01-29 12:15:00,"32S","Fri","Luton","London","United Kingdom",51.874722,-0.368333,"Traian Vuia","Timisoara","Romania",45.809861,21.337861
"361","2016-01-29","W63524","CRL","TSR",2016-01-29 07:55:00,2016-01-29 11:10:00,"32S","Fri","Brussels South","Charleroi","Belgium",50.459197,4.453817,"Traian Vuia","Timisoara","Romania",45.809861,21.337861
"362","2016-01-29","W63540","FMM","TSR",2016-01-29 16:50:00,2016-01-29 19:30:00,"32S","Fri","Allgau","Memmingen","Germany",47.988758,10.2395,"Traian Vuia","Timisoara","Romania",45.809861,21.337861
"363","2016-01-29","W63544","HHN","TSR",2016-01-29 21:35:00,2016-01-30 00:35:00,"32S","Fri","Frankfurt Hahn","Hahn","Germany",49.948672,7.263892,"Traian Vuia","Timisoara","Romania",45.809861,21.337861
"364","2016-01-29","W63550","BRI","TSR",2016-01-29 12:30:00,2016-01-29 14:50:00,"32S","Fri","Bari","Bari","Italy",41.138856,16.760594,"Traian Vuia","Timisoara","Romania",45.809861,21.337861
"365","2016-01-29","W63552","BGY","TSR",2016-01-29 08:25:00,2016-01-29 11:05:00,"32S","Fri","Bergamo Orio Al Serio","Bergamo","Italy",45.673889,9.704166,"Traian Vuia","Timisoara","Romania",45.809861,21.337861
"366","2016-01-29","W63564","BCN","TSR",2016-01-29 13:55:00,2016-01-29 17:40:00,"32S","Fri","Barcelona","Barcelona","Spain",41.297078,2.078464,"Traian Vuia","Timisoara","Romania",45.809861,21.337861
"367","2016-01-29","W63568","VLC","TSR",2016-01-29 21:00:00,2016-01-30 00:55:00,"32S","Fri","Valencia","Valencia","Spain",39.489314,-0.481625,"Traian Vuia","Timisoara","Romania",45.809861,21.337861
"368","2016-01-29","W63670","TSF","IAS",2016-01-29 08:10:00,2016-01-29 11:15:00,"32S","Fri","Treviso","Treviso","Italy",45.6484,12.194422,"Iasi","Iasi","Romania",47.178492,27.620631
"369","2016-01-29","W63718","HHN","TGM",2016-01-29 07:45:00,2016-01-29 10:55:00,"32S","Fri","Frankfurt Hahn","Hahn","Germany",49.948672,7.263892,"Transilvania Targu Mures","Tirgu Mures","Romania",46.467714,24.412525
"370","2016-01-29","W63730","BVA","TGM",2016-01-29 14:00:00,2016-01-29 17:35:00,"32S","Fri","Tille","Beauvais","France",49.454444,2.112778,"Transilvania Targu Mures","Tirgu Mures","Romania",46.467714,24.412525
"371","2016-01-29","W63740","MAD","TGM",2016-01-29 21:50:00,2016-01-30 02:25:00,"32S","Fri","Barajas","Madrid","Spain",40.493556,-3.566764,"Transilvania Targu Mures","Tirgu Mures","Romania",46.467714,24.412525
"372","2016-01-29","W63752","BGY","CRA",2016-01-29 08:25:00,2016-01-29 11:25:00,"32S","Fri","Bergamo Orio Al Serio","Bergamo","Italy",45.673889,9.704166,"Craiova","Craiova","Romania",44.318139,23.888611
"373","2016-01-29","W63754","LTN","CRA",2016-01-29 18:45:00,2016-01-29 23:55:00,"32S","Fri","Luton","London","United Kingdom",51.874722,-0.368333,"Craiova","Craiova","Romania",44.318139,23.888611
"374","2016-01-29","W63774","DTM","SBZ",2016-01-29 08:15:00,2016-01-29 11:35:00,"32S","Fri","Dortmund","Dortmund","Germany",51.518314,7.612242,"Sibiu","Sibiu","Romania",45.785597,24.091342
"375","2016-01-29","W63776","LTN","CND",2016-01-29 13:05:00,2016-01-29 18:35:00,"32S","Fri","Luton","London","United Kingdom",51.874722,-0.368333,"Mihail Kogalniceanu","Constanta","Romania",44.362222,28.488333
"376","2016-01-29","W64052","MLH","BEG",2016-01-29 15:30:00,2016-01-29 17:20:00,"32S","Fri","Bale Mulhouse","Mulhouse","France",47.589583,7.529914,"Beograd","Belgrade","Serbia",44.818444,20.309139
"377","2016-01-29","W64202","NYO","BEG",2016-01-29 09:45:00,2016-01-29 12:15:00,"32S","Fri","Skavsta","Stockholm","Sweden",58.788636,16.912189,"Beograd","Belgrade","Serbia",44.818444,20.309139
"378","2016-01-29","W64264","MLH","INI",2016-01-29 16:30:00,2016-01-29 18:35:00,"32S","Fri","Bale Mulhouse","Mulhouse","France",47.589583,7.529914,"Nis","Nis","Serbia",43.337289,21.853722
"379","2016-01-29","W64292","MMX","TZL",2016-01-29 14:10:00,2016-01-29 16:25:00,"32S","Fri","Sturup","Malmoe","Sweden",55.530193,13.371639,"Tuzla","Tuzla","Bosnia & Herzegovina",44.4586,18.7247
"380","2016-01-29","W64296","GOT","TZL",2016-01-29 20:10:00,2016-01-29 22:55:00,"32S","Fri","Landvetter","Gothenborg","Sweden",57.662836,12.279819,"Tuzla","Tuzla","Bosnia & Herzegovina",44.4586,18.7247
"381","2016-01-29","W64298","DTM","TZL",2016-01-29 08:35:00,2016-01-29 10:40:00,"32S","Fri","Dortmund","Dortmund","Germany",51.518314,7.612242,"Tuzla","Tuzla","Bosnia & Herzegovina",44.4586,18.7247
"382","2016-01-29","W64302","LTN","SOF",2016-01-29 21:05:00,2016-01-30 02:15:00,"32S","Fri","Luton","London","United Kingdom",51.874722,-0.368333,"Sofia","Sofia","Bulgaria",42.695194,23.406167
"383","2016-01-29","W64304","LTN","SOF",2016-01-29 14:40:00,2016-01-29 19:50:00,"32S","Fri","Luton","London","United Kingdom",51.874722,-0.368333,"Sofia","Sofia","Bulgaria",42.695194,23.406167
"384","2016-01-29","W64320","GVA","SOF",2016-01-29 13:50:00,2016-01-29 17:15:00,"32S","Fri","Geneve Cointrin","Geneva","Switzerland",46.238064,6.10895,"Sofia","Sofia","Bulgaria",42.695194,23.406167
"385","2016-01-29","W64326","EIN","SOF",2016-01-29 15:15:00,2016-01-29 18:55:00,"32S","Fri","Eindhoven","Eindhoven","Netherlands",51.450139,5.374528,"Sofia","Sofia","Bulgaria",42.695194,23.406167
"386","2016-01-29","W64332","DTM","SOF",2016-01-29 08:30:00,2016-01-29 12:00:00,"32S","Fri","Dortmund","Dortmund","Germany",51.518314,7.612242,"Sofia","Sofia","Bulgaria",42.695194,23.406167
"387","2016-01-29","W64352","BGY","SOF",2016-01-29 08:15:00,2016-01-29 11:15:00,"32S","Fri","Bergamo Orio Al Serio","Bergamo","Italy",45.673889,9.704166,"Sofia","Sofia","Bulgaria",42.695194,23.406167
"388","2016-01-29","W64362","BRI","SOF",2016-01-29 21:10:00,2016-01-29 23:25:00,"32S","Fri","Bari","Bari","Italy",41.138856,16.760594,"Sofia","Sofia","Bulgaria",42.695194,23.406167
"389","2016-01-29","W64406","BCN","SOF",2016-01-29 21:15:00,2016-01-30 00:55:00,"32S","Fri","Barcelona","Barcelona","Spain",41.297078,2.078464,"Sofia","Sofia","Bulgaria",42.695194,23.406167
"390","2016-01-29","W64424","MMX","SOF",2016-01-29 20:10:00,2016-01-29 23:50:00,"32S","Fri","Sturup","Malmoe","Sweden",55.530193,13.371639,"Sofia","Sofia","Bulgaria",42.695194,23.406167
"391","2016-01-29","W64428","TLV","SOF",2016-01-29 09:25:00,2016-01-29 12:10:00,"32S","Fri","Ben Gurion","Tel-aviv","Israel",32.011389,34.886667,"Sofia","Sofia","Bulgaria",42.695194,23.406167
"392","2016-01-29","W64502","LTN","VAR",2016-01-29 08:10:00,2016-01-29 13:35:00,"32S","Fri","Luton","London","United Kingdom",51.874722,-0.368333,"Varna","Varna","Bulgaria",43.232072,27.825106
"393","2016-01-29","W66002","IEV","LTN",2016-01-29 16:30:00,2016-01-29 18:00:00,"32S","Fri","Zhuliany Intl","Kiev","Ukraine",50.401694,30.449697,"Luton","London","United Kingdom",51.874722,-0.368333
"394","2016-01-29","W67304","LBC","IEV",2016-01-29 12:30:00,2016-01-29 15:45:00,"32S","Fri","Lubeck Blankensee","Luebeck","Germany",53.805367,10.719222,"Zhuliany Intl","Kiev","Ukraine",50.401694,30.449697
"395","2016-01-29","W67674","LTN","KSC",2016-01-29 15:00:00,2016-01-29 18:35:00,"32S","Fri","Luton","London","United Kingdom",51.874722,-0.368333,"Kosice","Kosice","Slovakia",48.663055,21.241112
"396","2016-01-29","W67692","LTN","TAT",2016-01-29 08:45:00,2016-01-29 12:10:00,"32S","Fri","Luton","London","United Kingdom",51.874722,-0.368333,"Tatry","Poprad","Slovakia",49.073594,20.241142
"397","2016-01-29","W67706","TRF","SKP",2016-01-29 09:50:00,2016-01-29 13:00:00,"32S","Fri","Torp","Sandefjord","Norway",59.186703,10.258628,"Skopje","Skopje","Macedonia",41.961622,21.621381
"398","2016-01-29","W67708","NYO","SKP",2016-01-29 09:40:00,2016-01-29 12:40:00,"32S","Fri","Skavsta","Stockholm","Sweden",58.788636,16.912189,"Skopje","Skopje","Macedonia",41.961622,21.621381
"399","2016-01-29","W67712","MMX","SKP",2016-01-29 21:55:00,2016-01-30 00:30:00,"32S","Fri","Sturup","Malmoe","Sweden",55.530193,13.371639,"Skopje","Skopje","Macedonia",41.961622,21.621381
"400","2016-01-29","W67718","CRL","SKP",2016-01-29 21:05:00,2016-01-29 23:45:00,"32S","Fri","Brussels South","Charleroi","Belgium",50.459197,4.453817,"Skopje","Skopje","Macedonia",41.961622,21.621381
"401","2016-01-29","W67726","FDH","SKP",2016-01-29 16:15:00,2016-01-29 18:10:00,"32S","Fri","Friedrichshafen","Friedrichshafen","Germany",47.671317,9.511486,"Skopje","Skopje","Macedonia",41.961622,21.621381
"402","2016-01-29","W67732","MLH","SKP",2016-01-29 21:55:00,2016-01-30 00:10:00,"32S","Fri","Bale Mulhouse","Mulhouse","France",47.589583,7.529914,"Skopje","Skopje","Macedonia",41.961622,21.621381
"403","2016-01-29","W67854","LTN","DEB",2016-01-29 19:45:00,2016-01-29 23:30:00,"32S","Fri","Luton","London","United Kingdom",51.874722,-0.368333,"Debrecen","Debrecen","Hungary",47.488917,21.615333
